time_interval,location,co_occurrence_frequency
1770_1774,bahamas,11
1770_1774,barbados,59
1770_1774,bengal,15
1770_1774,bihar,1
1770_1774,biloxi,1
1770_1774,boise,3
1770_1774,boston,28
1770_1774,calabar,1
1770_1774,calcutta,1
1770_1774,california,1
1770_1774,camden,6
1770_1774,carrier,10
1770_1774,cayes,8
1770_1774,charlotte,8
1770_1774,chicago,1
1770_1774,cleveland,6
1770_1774,connecticut,2
1770_1774,dallas,4
1770_1774,daman,1
1770_1774,deccan,1
1770_1774,delaware,3
1770_1774,delhi,12
1770_1774,denver,3
1770_1774,dominica,117
1770_1774,edmonton,2
1770_1774,florida,26
1770_1774,frankfort,1
1770_1774,gambia,2
1770_1774,ganges,37
1770_1774,granada,12
1770_1774,grenada,85
1770_1774,halifax,14
1770_1774,hartford,9
1770_1774,honduras,27
1770_1774,hubli,2
1770_1774,hurling,8
1770_1774,idaho,6
1770_1774,illinois,2
1770_1774,indiana,5
1770_1774,indore,4
1770_1774,jaipur,1
1770_1774,kalyan,1
1770_1774,kingston,3
1770_1774,louisiana,3
1770_1774,lucknow,1
1770_1774,madras,4
1770_1774,maine,81
1770_1774,malaya,1
1770_1774,maryland,27
1770_1774,miami,12
1770_1774,mobile,16
1770_1774,molokai,1
1770_1774,nevada,2
1770_1774,new england,17
1770_1774,new haven,2
1770_1774,new orleans,1
1770_1774,new york,26
1770_1774,newfoundland,9
1770_1774,niagara,2
1770_1774,niger,10
1770_1774,north carolina,6
1770_1774,ontario,1
1770_1774,oregon,7
1770_1774,orissa,2
1770_1774,ottawa,3
1770_1774,paiute,6
1770_1774,pennsylvania,1
1770_1774,pensacola,1
1770_1774,philadelphia,36
1770_1774,poona,1
1770_1774,quebec,16
1770_1774,regina,4
1770_1774,rhode island,1
1770_1774,seattle,5
1770_1774,silk,69
1770_1774,south carolina,20
1770_1774,st lucia,9
1770_1774,sudbury,3
1770_1774,surat,3
1770_1774,tanjore,1
1770_1774,texas,5
1770_1774,tobago,73
1770_1774,trinidad,2
1770_1774,tripura,1
1770_1774,tucson,3
1770_1774,varanasi,1
1770_1774,vermont,73
1770_1774,virginia,51
1770_1774,whitehorse,1
1775_1779,abuja,1
1775_1779,accra,4
1775_1779,acton,3
1775_1779,alabama,1
1775_1779,alaska,1
1775_1779,alberta,4
1775_1779,alexandria,5
1775_1779,allahabad,1
1775_1779,ambala,4
1775_1779,arizona,2
1775_1779,atlanta,3
1775_1779,austin,14
1775_1779,bahamas,2
1775_1779,baltimore,36
1775_1779,barbados,179
1775_1779,belize,2
1775_1779,bengal,18
1775_1779,bennington,3
1775_1779,benue,1
1775_1779,bihar,1
1775_1779,boise,2
1775_1779,boston,102
1775_1779,calcutta,3
1775_1779,calgary,3
1775_1779,calicut,1
1775_1779,camden,9
1775_1779,carrier,12
1775_1779,cascades,2
1775_1779,cayes,29
1775_1779,ceylon,1
1775_1779,charlotte,28
1775_1779,cleveland,19
1775_1779,colorado,1
1775_1779,connecticut,11
1775_1779,dallas,8
1775_1779,daman,5
1775_1779,deccan,1
1775_1779,delaware,31
1775_1779,delhi,15
1775_1779,denver,2
1775_1779,detroit,2
1775_1779,dominica,114
1775_1779,edmonton,1
1775_1779,florida,32
1775_1779,frankfort,1
1775_1779,gambia,3
1775_1779,ganges,54
1775_1779,granada,13
1775_1779,grenada,273
1775_1779,guiana,3
1775_1779,halifax,106
1775_1779,hartford,15
1775_1779,honduras,20
1775_1779,houston,5
1775_1779,hubli,3
1775_1779,hurling,7
1775_1779,idaho,10
1775_1779,illinois,4
1775_1779,indiana,5
1775_1779,indore,4
1775_1779,jaipur,1
1775_1779,kedah,1
1775_1779,kingston,14
1775_1779,labrador,2
1775_1779,little rock,1
1775_1779,long island,11
1775_1779,mackenzie,5
1775_1779,madras,5
1775_1779,maine,166
1775_1779,malabar coast,1
1775_1779,maryland,57
1775_1779,miami,14
1775_1779,missouri,1
1775_1779,mobile,31
1775_1779,montreal,25
1775_1779,nevada,6
1775_1779,new calabar,1
1775_1779,new england,55
1775_1779,new hampshire,3
1775_1779,new haven,14
1775_1779,new jersey,5
1775_1779,new orleans,2
1775_1779,new york,336
1775_1779,newfoundland,113
1775_1779,niagara,3
1775_1779,niger,8
1775_1779,north carolina,29
1775_1779,nova scotia,19
1775_1779,ontario,2
1775_1779,oregon,4
1775_1779,orissa,1
1775_1779,ottawa,1
1775_1779,patna,3
1775_1779,penang,2
1775_1779,pennsylvania,7
1775_1779,pensacola,6
1775_1779,philadelphia,142
1775_1779,pondicherry,8
1775_1779,poona,3
1775_1779,quebec,98
1775_1779,raleigh,8
1775_1779,regina,6
1775_1779,rhode island,28
1775_1779,roanoke,1
1775_1779,saint lucia,1
1775_1779,seattle,3
1775_1779,silk,89
1775_1779,south carolina,107
1775_1779,st louis,3
1775_1779,st lucia,47
1775_1779,sudbury,5
1775_1779,surat,4
1775_1779,texas,7
1775_1779,tobago,97
1775_1779,topeka,2
1775_1779,toronto,2
1775_1779,trinidad,4
1775_1779,tucson,3
1775_1779,united states of america,6
1775_1779,valley forge,1
1775_1779,vermont,36
1775_1779,virginia,165
1775_1779,whitehorse,1
1780_1784,accra,4
1780_1784,acton,3
1780_1784,alaska,1
1780_1784,alberta,1
1780_1784,alexandria,8
1780_1784,ambala,3
1780_1784,arizona,4
1780_1784,atlanta,1
1780_1784,austin,6
1780_1784,bahamas,13
1780_1784,baltimore,16
1780_1784,barbados,202
1780_1784,belize,3
1780_1784,benares,2
1780_1784,bengal,35
1780_1784,bhopal,1
1780_1784,bihar,6
1780_1784,biloxi,1
1780_1784,boise,1
1780_1784,boston,59
1780_1784,calcutta,3
1780_1784,calgary,5
1780_1784,calicut,3
1780_1784,camden,6
1780_1784,carrier,22
1780_1784,cascades,2
1780_1784,cayes,39
1780_1784,charlotte,37
1780_1784,chennai,1
1780_1784,cleveland,9
1780_1784,colombo,1
1780_1784,connecticut,5
1780_1784,dallas,8
1780_1784,daman,8
1780_1784,deccan,1
1780_1784,delaware,18
1780_1784,delhi,11
1780_1784,denver,5
1780_1784,detroit,1
1780_1784,dominica,75
1780_1784,edmonton,6
1780_1784,flathead,4
1780_1784,florida,18
1780_1784,fort orange,2
1780_1784,fort william,1
1780_1784,frankfort,3
1780_1784,ganges,17
1780_1784,granada,4
1780_1784,grenada,152
1780_1784,guiana,5
1780_1784,halifax,39
1780_1784,hartford,9
1780_1784,honduras,5
1780_1784,houston,4
1780_1784,hubli,2
1780_1784,hurling,4
1780_1784,idaho,11
1780_1784,illinois,3
1780_1784,indiana,1
1780_1784,indore,2
1780_1784,jaipur,1
1780_1784,kansas,1
1780_1784,kaveri,1
1780_1784,kedah,1
1780_1784,kingston,29
1780_1784,labrador,4
1780_1784,lansing,1
1780_1784,long island,4
1780_1784,louisiana,1
1780_1784,mackenzie,4
1780_1784,madras,20
1780_1784,madura,1
1780_1784,madurai,1
1780_1784,maine,188
1780_1784,malabar coast,1
1780_1784,malacca,2
1780_1784,maryland,33
1780_1784,miami,10
1780_1784,michigan,1
1780_1784,mobile,11
1780_1784,montana,1
1780_1784,montreal,10
1780_1784,navajo,2
1780_1784,nevada,5
1780_1784,new england,6
1780_1784,new haven,6
1780_1784,new jersey,7
1780_1784,new orleans,2
1780_1784,new york,208
1780_1784,newfoundland,81
1780_1784,niagara,2
1780_1784,niger,14
1780_1784,north carolina,15
1780_1784,nova scotia,15
1780_1784,ontario,4
1780_1784,oregon,6
1780_1784,ottawa,4
1780_1784,paiute,2
1780_1784,patna,1
1780_1784,penang,1
1780_1784,pennsylvania,8
1780_1784,pensacola,13
1780_1784,philadelphia,134
1780_1784,pondicherry,1
1780_1784,poona,2
1780_1784,quebec,58
1780_1784,raleigh,3
1780_1784,regina,5
1780_1784,rhode island,6
1780_1784,seattle,3
1780_1784,silk,121
1780_1784,south carolina,29
1780_1784,st louis,4
1780_1784,st lucia,101
1780_1784,sudbury,1
1780_1784,surat,3
1780_1784,tanjore,3
1780_1784,texas,10
1780_1784,tobago,72
1780_1784,toronto,2
1780_1784,trincomalee,1
1780_1784,trinidad,5
1780_1784,tucson,2
1780_1784,united states of america,38
1780_1784,vermont,58
1780_1784,virginia,94
1780_1784,yukon,1
1785_1789,accra,1
1785_1789,acton,2
1785_1789,alabama,1
1785_1789,alaska,1
1785_1789,alberta,1
1785_1789,alexandria,31
1785_1789,ambala,1
1785_1789,arizona,1
1785_1789,arkansas,1
1785_1789,assam,1
1785_1789,atlanta,4
1785_1789,austin,7
1785_1789,bahamas,11
1785_1789,baltimore,6
1785_1789,barbados,104
1785_1789,belize,4
1785_1789,benares,1
1785_1789,bengal,33
1785_1789,bihar,1
1785_1789,boise,2
1785_1789,boston,23
1785_1789,calabar,1
1785_1789,calcutta,4
1785_1789,calgary,2
1785_1789,camden,2
1785_1789,carrier,10
1785_1789,cayes,9
1785_1789,ceylon,2
1785_1789,charlotte,39
1785_1789,chennai,3
1785_1789,cleveland,1
1785_1789,connecticut,1
1785_1789,coorg,1
1785_1789,dallas,8
1785_1789,daman,1
1785_1789,delaware,3
1785_1789,delhi,9
1785_1789,denver,2
1785_1789,dominica,54
1785_1789,edmonton,2
1785_1789,florida,19
1785_1789,fort william,1
1785_1789,frankfort,1
1785_1789,gambia,3
1785_1789,ganges,14
1785_1789,grenada,74
1785_1789,guiana,2
1785_1789,halifax,15
1785_1789,hartford,5
1785_1789,honduras,6
1785_1789,houston,3
1785_1789,hubli,1
1785_1789,hurling,4
1785_1789,idaho,3
1785_1789,illinois,2
1785_1789,indiana,2
1785_1789,indore,2
1785_1789,kalyan,1
1785_1789,kansas,4
1785_1789,kingston,23
1785_1789,labrador,1
1785_1789,lucknow,1
1785_1789,mackenzie,3
1785_1789,madras,13
1785_1789,madura,1
1785_1789,madurai,1
1785_1789,maine,81
1785_1789,malabar coast,2
1785_1789,maryland,12
1785_1789,mathura,1
1785_1789,miami,9
1785_1789,mississippi,2
1785_1789,mobile,13
1785_1789,montreal,2
1785_1789,nagpur,1
1785_1789,new brunswick,6
1785_1789,new england,9
1785_1789,new hampshire,2
1785_1789,new jersey,3
1785_1789,new orleans,3
1785_1789,new york,24
1785_1789,newfoundland,23
1785_1789,niagara,1
1785_1789,niger,4
1785_1789,north carolina,6
1785_1789,nova scotia,13
1785_1789,oregon,1
1785_1789,ottawa,1
1785_1789,paiute,1
1785_1789,patna,6
1785_1789,pennsylvania,2
1785_1789,perak,1
1785_1789,philadelphia,16
1785_1789,pondicherry,1
1785_1789,poona,3
1785_1789,quebec,19
1785_1789,regina,7
1785_1789,rhode island,4
1785_1789,seattle,1
1785_1789,silk,94
1785_1789,south carolina,4
1785_1789,st louis,2
1785_1789,st lucia,16
1785_1789,sudbury,2
1785_1789,surat,3
1785_1789,taiping,1
1785_1789,texas,10
1785_1789,tobago,16
1785_1789,toronto,1
1785_1789,trinidad,5
1785_1789,tucson,2
1785_1789,united states of america,19
1785_1789,vermont,3
1785_1789,virginia,42
1785_1789,west point,1
1785_1789,whitehorse,4
1790_1794,acadia,1
1790_1794,accra,3
1790_1794,acton,8
1790_1794,alabama,1
1790_1794,alaska,1
1790_1794,alberta,1
1790_1794,alexandria,15
1790_1794,ambala,3
1790_1794,arizona,8
1790_1794,atlanta,3
1790_1794,austin,5
1790_1794,bahamas,44
1790_1794,baltimore,34
1790_1794,barbados,119
1790_1794,belize,1
1790_1794,benares,12
1790_1794,bengal,328
1790_1794,benue,1
1790_1794,bihar,7
1790_1794,biloxi,4
1790_1794,boise,2
1790_1794,boston,49
1790_1794,calcutta,22
1790_1794,calgary,1
1790_1794,calicut,3
1790_1794,camden,2
1790_1794,carrier,17
1790_1794,cayes,36
1790_1794,ceylon,2
1790_1794,charlotte,24
1790_1794,cleveland,1
1790_1794,colorado,1
1790_1794,connecticut,4
1790_1794,dallas,21
1790_1794,daman,5
1790_1794,delaware,27
1790_1794,delhi,10
1790_1794,denver,4
1790_1794,detroit,6
1790_1794,dominica,68
1790_1794,edmonton,2
1790_1794,florida,10
1790_1794,fort william,3
1790_1794,frankfort,10
1790_1794,gambia,3
1790_1794,ganges,18
1790_1794,granada,7
1790_1794,grenada,176
1790_1794,guiana,4
1790_1794,halifax,28
1790_1794,hartford,23
1790_1794,honduras,14
1790_1794,houston,1
1790_1794,hubli,5
1790_1794,hurling,5
1790_1794,idaho,8
1790_1794,illinois,4
1790_1794,indiana,7
1790_1794,indore,1
1790_1794,johore,1
1790_1794,kansas,2
1790_1794,kentucky,9
1790_1794,kingston,25
1790_1794,labrador,5
1790_1794,lansing,1
1790_1794,long island,1
1790_1794,louisiana,2
1790_1794,mackenzie,3
1790_1794,madras,39
1790_1794,madura,1
1790_1794,maine,148
1790_1794,malabar coast,1
1790_1794,manipur,1
1790_1794,maryland,27
1790_1794,massachusetts,1
1790_1794,miami,16
1790_1794,mobile,11
1790_1794,mojave,1
1790_1794,montana,1
1790_1794,montreal,4
1790_1794,nevada,1
1790_1794,new brunswick,5
1790_1794,new calabar,1
1790_1794,new england,11
1790_1794,new haven,1
1790_1794,new jersey,3
1790_1794,new orleans,9
1790_1794,new york,99
1790_1794,newfoundland,45
1790_1794,niagara,2
1790_1794,niger,11
1790_1794,north carolina,3
1790_1794,nova scotia,9
1790_1794,ojibwa,1
1790_1794,ontario,2
1790_1794,oregon,5
1790_1794,orissa,1
1790_1794,ottawa,1
1790_1794,paiute,2
1790_1794,patna,4
1790_1794,pennsylvania,20
1790_1794,pensacola,1
1790_1794,philadelphia,78
1790_1794,pondicherry,4
1790_1794,poona,4
1790_1794,quebec,21
1790_1794,raleigh,2
1790_1794,regina,6
1790_1794,rhode island,5
1790_1794,seattle,5
1790_1794,sierra leone,21
1790_1794,silk,81
1790_1794,south carolina,7
1790_1794,st louis,2
1790_1794,st lucia,10
1790_1794,sudbury,3
1790_1794,surat,6
1790_1794,taiping,2
1790_1794,texas,9
1790_1794,tobago,46
1790_1794,toronto,1
1790_1794,trinidad,6
1790_1794,tucson,1
1790_1794,united states of america,14
1790_1794,vancouver,1
1790_1794,vermont,8
1790_1794,virginia,52
1790_1794,whitehorse,17
1790_1794,yukon,1
1795_1799,acadia,2
1795_1799,accra,5
1795_1799,acton,6
1795_1799,ajmer,1
1795_1799,alabama,2
1795_1799,alaska,4
1795_1799,alberta,5
1795_1799,alexandria,63
1795_1799,ambala,4
1795_1799,arizona,8
1795_1799,assam,1
1795_1799,atlanta,5
1795_1799,austin,32
1795_1799,bahamas,56
1795_1799,baltimore,112
1795_1799,barbados,216
1795_1799,belize,1
1795_1799,bengal,216
1795_1799,bennington,1
1795_1799,benue,2
1795_1799,bhopal,1
1795_1799,bihar,6
1795_1799,biloxi,5
1795_1799,boise,9
1795_1799,boston,67
1795_1799,calcutta,29
1795_1799,calgary,4
1795_1799,calicut,1
1795_1799,camden,20
1795_1799,carrier,128
1795_1799,cascades,6
1795_1799,cayes,35
1795_1799,ceylon,4
1795_1799,charlotte,54
1795_1799,chicago,1
1795_1799,cleveland,1
1795_1799,colombo,3
1795_1799,connecticut,2
1795_1799,coorg,1
1795_1799,dallas,14
1795_1799,daman,4
1795_1799,deccan,4
1795_1799,delaware,6
1795_1799,delhi,24
1795_1799,denver,2
1795_1799,detroit,4
1795_1799,dominica,84
1795_1799,edmonton,6
1795_1799,flathead,1
1795_1799,florida,7
1795_1799,fort william,11
1795_1799,frankfort,19
1795_1799,gambia,2
1795_1799,ganges,27
1795_1799,granada,21
1795_1799,grenada,167
1795_1799,guiana,13
1795_1799,halifax,69
1795_1799,hartford,7
1795_1799,honduras,16
1795_1799,hooghly,1
1795_1799,houston,10
1795_1799,hubli,1
1795_1799,hurling,13
1795_1799,hyderabad,1
1795_1799,idaho,19
1795_1799,illinois,5
1795_1799,imphal,1
1795_1799,indiana,6
1795_1799,indore,3
1795_1799,johore,3
1795_1799,kandy,1
1795_1799,kansas,6
1795_1799,kaveri,1
1795_1799,kentucky,2
1795_1799,kingston,28
1795_1799,knoxville,1
1795_1799,labrador,2
1795_1799,lansing,1
1795_1799,lucknow,1
1795_1799,mackenzie,34
1795_1799,madras,85
1795_1799,madura,1
1795_1799,maine,281
1795_1799,malacca,2
1795_1799,manitoba,1
1795_1799,maryland,26
1795_1799,miami,46
1795_1799,mississippi,3
1795_1799,mobile,15
1795_1799,montana,1
1795_1799,montreal,4
1795_1799,mysore,4
1795_1799,nagpur,2
1795_1799,nevada,5
1795_1799,new brunswick,4
1795_1799,new england,6
1795_1799,new hampshire,3
1795_1799,new haven,2
1795_1799,new orleans,3
1795_1799,new york,97
1795_1799,newfoundland,55
1795_1799,niagara,5
1795_1799,niger,22
1795_1799,north carolina,6
1795_1799,nova scotia,9
1795_1799,ontario,6
1795_1799,oregon,2
1795_1799,ottawa,10
1795_1799,paiute,1
1795_1799,patna,2
1795_1799,pennsylvania,17
1795_1799,pensacola,3
1795_1799,pequot,1
1795_1799,philadelphia,85
1795_1799,pondicherry,1
1795_1799,poona,4
1795_1799,quebec,26
1795_1799,raleigh,5
1795_1799,regina,5
1795_1799,rhode island,10
1795_1799,saint lucia,1
1795_1799,san francisco,1
1795_1799,seattle,5
1795_1799,sierra leone,7
1795_1799,silk,200
1795_1799,sokoto,1
1795_1799,south carolina,8
1795_1799,st lucia,11
1795_1799,sudbury,7
1795_1799,surat,12
1795_1799,tanjore,2
1795_1799,texas,21
1795_1799,tobago,102
1795_1799,topeka,1
1795_1799,toronto,6
1795_1799,trincomalee,2
1795_1799,trinidad,64
1795_1799,tucson,2
1795_1799,united states of america,18
1795_1799,vancouver,4
1795_1799,vermont,9
1795_1799,virginia,73
1795_1799,yazoo,1
1795_1799,yukon,1
1800_1804,acton,3
1800_1804,alaska,1
1800_1804,alberta,2
1800_1804,alexandria,13
1800_1804,ambala,1
1800_1804,arizona,3
1800_1804,arkansas,1
1800_1804,atlanta,2
1800_1804,austin,7
1800_1804,bahamas,2
1800_1804,baltimore,35
1800_1804,barbados,36
1800_1804,benares,1
1800_1804,bengal,43
1800_1804,bihar,2
1800_1804,boise,3
1800_1804,boston,18
1800_1804,calcutta,13
1800_1804,calgary,1
1800_1804,camden,1
1800_1804,carrier,70
1800_1804,cascades,1
1800_1804,cayes,2
1800_1804,ceylon,4
1800_1804,charlotte,48
1800_1804,colombo,2
1800_1804,dallas,2
1800_1804,daman,1
1800_1804,delaware,1
1800_1804,delhi,10
1800_1804,denver,2
1800_1804,dominica,4
1800_1804,edmonton,3
1800_1804,florida,9
1800_1804,fort william,1
1800_1804,frankfort,8
1800_1804,ganges,5
1800_1804,granada,3
1800_1804,grenada,18
1800_1804,guiana,1
1800_1804,halifax,28
1800_1804,hartford,5
1800_1804,houston,2
1800_1804,hubli,1
1800_1804,hurling,1
1800_1804,idaho,7
1800_1804,illinois,6
1800_1804,indiana,3
1800_1804,kandy,1
1800_1804,kansas,1
1800_1804,kingston,3
1800_1804,lansing,1
1800_1804,lucknow,1
1800_1804,mackenzie,1
1800_1804,madras,10
1800_1804,maine,81
1800_1804,malacca,1
1800_1804,maryland,6
1800_1804,miami,13
1800_1804,mobile,5
1800_1804,montreal,3
1800_1804,mysore,4
1800_1804,nevada,1
1800_1804,new brunswick,1
1800_1804,new orleans,1
1800_1804,new york,24
1800_1804,newfoundland,28
1800_1804,niagara,1
1800_1804,niger,5
1800_1804,nova scotia,5
1800_1804,ontario,1
1800_1804,orissa,1
1800_1804,ottawa,1
1800_1804,philadelphia,21
1800_1804,poona,1
1800_1804,quebec,27
1800_1804,raleigh,1
1800_1804,regina,3
1800_1804,sarawak,1
1800_1804,seattle,2
1800_1804,silk,79
1800_1804,st louis,1
1800_1804,sudbury,1
1800_1804,surat,1
1800_1804,texas,7
1800_1804,tobago,4
1800_1804,toronto,3
1800_1804,trinidad,6
1800_1804,tucson,3
1800_1804,united states of america,1
1800_1804,vermont,10
1800_1804,virginia,22
1800_1804,whitehorse,1
1800_1804,yukon,1
