time_interval,location,co_occurrence_frequency
1785_1789,saint lucia,1
1785_1789,seattle,3
1785_1789,sierra leone,3
1785_1789,silk,8
1785_1789,south carolina,15
1785_1789,st louis,1
1785_1789,st lucia,10
1785_1789,tanjore,2
1785_1789,texas,5
1785_1789,tobago,2
1785_1789,topeka,3
1785_1789,toronto,1
1785_1789,trinidad,11
1785_1789,united states of america,8
1785_1789,vermont,6
1785_1789,virginia,58
1785_1789,west florida,1
1785_1789,whitehorse,1
1785_1789,wyoming,1
1790_1794,accra,4
1790_1794,acton,7
1790_1794,alaska,1
1790_1794,alberta,8
1790_1794,alexandria,38
1790_1794,ambala,2
1790_1794,arizona,2
1790_1794,atlanta,4
1790_1794,austin,7
1790_1794,bahamas,20
1790_1794,baltimore,14
1790_1794,barbados,61
1790_1794,belize,1
1790_1794,bengal,10
1790_1794,bihar,2
1790_1794,biloxi,1
1790_1794,boise,3
1790_1794,boston,7
1790_1794,brazos,1
1790_1794,cahokia,1
1790_1794,calabar,15
1790_1794,calgary,1
1790_1794,calicut,1
1790_1794,camden,2
1790_1794,carrier,9
1790_1794,cayes,33
1790_1794,ceylon,1
1790_1794,charlotte,10
1790_1794,chennai,1
1790_1794,connecticut,6
1790_1794,dallas,5
1790_1794,daman,2
1790_1794,delaware,7
1790_1794,delhi,16
1790_1794,denver,1
1790_1794,detroit,7
1790_1794,dominica,77
1790_1794,florida,8
1790_1794,frankfort,3
1790_1794,gambia,14
1790_1794,ganges,28
1790_1794,granada,1
1790_1794,grenada,93
1790_1794,guiana,1
1790_1794,halifax,29
1790_1794,hartford,2
1790_1794,honduras,31
1790_1794,houston,1
1790_1794,hubli,3
1790_1794,hurling,4
1790_1794,idaho,3
1790_1794,illinois,2
1790_1794,indiana,14
1790_1794,indore,3
1790_1794,johore,1
1790_1794,kansas,1
1790_1794,kentucky,8
1790_1794,kingston,47
1790_1794,knoxville,2
1790_1794,long island,2
1790_1794,mackenzie,1
1790_1794,madras,7
1790_1794,maine,143
1790_1794,maryland,13
1790_1794,massachusetts,1
1790_1794,miami,13
1790_1794,mississippi,2
1790_1794,mobile,12
1790_1794,montana,3
1790_1794,nevada,1
1790_1794,new england,10
1790_1794,new hampshire,3
1790_1794,new jersey,8
1790_1794,new orleans,4
1790_1794,new york,47
1790_1794,newfoundland,22
1790_1794,niagara,2
1790_1794,niger,34
1790_1794,north carolina,13
1790_1794,nova scotia,12
1790_1794,ontario,1
1790_1794,oregon,3
1790_1794,paiute,1
1790_1794,pennsylvania,17
1790_1794,pensacola,2
1790_1794,philadelphia,28
1790_1794,pondicherry,1
1790_1794,quebec,8
1790_1794,raleigh,1
1790_1794,regina,9
1790_1794,rhode island,5
1790_1794,seattle,5
1790_1794,sierra leone,14
1790_1794,silk,8
1790_1794,south carolina,23
1790_1794,st louis,11
1790_1794,st lucia,19
1790_1794,sudbury,2
1790_1794,texas,9
1790_1794,tobago,27
1790_1794,topeka,1
1790_1794,toronto,1
1790_1794,trinidad,10
1790_1794,truckee,1
1790_1794,united states of america,13
1790_1794,vermont,9
1790_1794,virginia,33
1795_1799,acadia,1
1795_1799,accra,2
1795_1799,acton,3
1795_1799,alabama,1
1795_1799,alaska,2
1795_1799,alberta,1
1795_1799,alexandria,4
1795_1799,arizona,3
1795_1799,assam,1
1795_1799,atlanta,2
1795_1799,austin,8
1795_1799,bahamas,2
1795_1799,baltimore,14
1795_1799,barbados,101
1795_1799,belize,7
1795_1799,bengal,18
1795_1799,benue,1
1795_1799,bihar,4
1795_1799,biloxi,1
1795_1799,boise,2
1795_1799,boston,18
1795_1799,calcutta,3
1795_1799,calgary,1
1795_1799,camden,2
1795_1799,carrier,7
1795_1799,cayes,41
1795_1799,ceylon,11
1795_1799,charlotte,1
1795_1799,chennai,1
1795_1799,cleveland,1
1795_1799,colombo,1
1795_1799,connecticut,1
1795_1799,coorg,1
1795_1799,dallas,3
1795_1799,daman,8
1795_1799,delaware,3
1795_1799,delhi,8
1795_1799,denver,3
1795_1799,detroit,4
1795_1799,dominica,42
1795_1799,florida,4
1795_1799,frankfort,2
1795_1799,gambia,20
1795_1799,ganges,30
1795_1799,granada,3
1795_1799,grenada,200
1795_1799,guiana,20
1795_1799,halifax,15
1795_1799,hartford,1
1795_1799,honduras,24
1795_1799,houston,8
1795_1799,hubli,2
1795_1799,hurling,6
1795_1799,hyderabad,1
1795_1799,idaho,5
1795_1799,illinois,6
1795_1799,indiana,5
1795_1799,indore,2
1795_1799,jaipur,1
1795_1799,kandy,1
1795_1799,kansas,3
1795_1799,kaveri,1
1795_1799,kentucky,2
1795_1799,kingston,58
1795_1799,knoxville,1
1795_1799,labrador,2
1795_1799,lansing,1
1795_1799,louisiana,2
1795_1799,louisville,1
1795_1799,mackenzie,8
1795_1799,madras,6
1795_1799,maine,154
1795_1799,malacca,1
1795_1799,manipur,1
1795_1799,maryland,1
1795_1799,massachusetts,1
1795_1799,miami,16
1795_1799,michigan,1
1795_1799,mississippi,1
1795_1799,mobile,16
1795_1799,mojave,1
1795_1799,montana,9
1795_1799,montreal,6
1795_1799,nevada,2
1795_1799,new england,2
1795_1799,new orleans,1
1795_1799,new york,27
1795_1799,newfoundland,11
1795_1799,niagara,2
1795_1799,niger,54
1795_1799,nova scotia,11
1795_1799,ontario,1
1795_1799,oregon,4
1795_1799,orissa,2
1795_1799,ottawa,2
1795_1799,paiute,1
1795_1799,pennsylvania,13
1795_1799,pensacola,1
1795_1799,philadelphia,29
1795_1799,pondicherry,1
1795_1799,poona,1
1795_1799,quebec,12
1795_1799,raleigh,1
1795_1799,regina,5
1795_1799,saint lucia,2
1795_1799,seattle,4
1795_1799,shillong,1
1795_1799,sierra leone,30
1795_1799,silk,19
1795_1799,south carolina,10
1795_1799,st lucia,113
1795_1799,sudbury,1
1795_1799,taiping,1
1795_1799,tanjore,1
1795_1799,tennessee,1
1795_1799,texas,7
1795_1799,tobago,34
1795_1799,toronto,2
1795_1799,trincomalee,5
1795_1799,trinidad,44
1795_1799,united states of america,4
1795_1799,vermont,4
1795_1799,virginia,13
1795_1799,west florida,1
1795_1799,yukon,1
1800_1804,alberta,1
1800_1804,alexandria,5
1800_1804,arizona,1
1800_1804,atlanta,1
1800_1804,austin,1
1800_1804,bahamas,2
1800_1804,baltimore,5
1800_1804,barbados,9
1800_1804,belize,1
1800_1804,bengal,5
1800_1804,boston,3
1800_1804,calcutta,1
1800_1804,carrier,1
1800_1804,cayes,10
1800_1804,ceylon,2
1800_1804,charlotte,31
1800_1804,dallas,1
1800_1804,daman,2
1800_1804,delhi,4
1800_1804,denver,1
1800_1804,fort william,1
1800_1804,frankfort,1
1800_1804,ganges,1
1800_1804,grenada,1
1800_1804,guiana,2
1800_1804,halifax,1
1800_1804,honolulu,1
1800_1804,idaho,2
1800_1804,illinois,2
1800_1804,imphal,1
1800_1804,kansas,1
1800_1804,kingston,17
1800_1804,knoxville,1
1800_1804,louisiana,1
1800_1804,madras,13
1800_1804,maine,34
1800_1804,mathura,1
1800_1804,miami,5
1800_1804,missouri,1
1800_1804,mobile,3
1800_1804,montana,1
1800_1804,new brunswick,1
1800_1804,new england,1
1800_1804,new orleans,1
1800_1804,new york,13
1800_1804,newfoundland,1
1800_1804,niagara,1
1800_1804,niger,5
1800_1804,north carolina,9
1800_1804,ontario,1
1800_1804,ottawa,1
1800_1804,philadelphia,11
1800_1804,quebec,2
1800_1804,regina,1
1800_1804,silk,2
1800_1804,south carolina,4
1800_1804,surat,1
1800_1804,texas,1
1800_1804,trinidad,8
1800_1804,united states of america,1
1800_1804,vermont,1
1800_1804,virginia,45
1800_1804,wisconsin,1
