time_interval,location,co_occurrence_frequency
1800_1804,barbados,1
1800_1804,bengal,4
1800_1804,boise,1
1800_1804,boston,7
1800_1804,calcutta,8
1800_1804,carrier,3
1800_1804,cayes,3
1800_1804,ceylon,3
1800_1804,chennai,1
1800_1804,cleveland,1
1800_1804,delhi,2
1800_1804,dominica,2
1800_1804,edmonton,1
1800_1804,florida,2
1800_1804,frankfort,2
1800_1804,ganges,2
1800_1804,grenada,1
1800_1804,honduras,1
1800_1804,houston,1
1800_1804,idaho,1
1800_1804,indiana,1
1800_1804,indore,2
1800_1804,jaipur,1
1800_1804,kansas,1
1800_1804,kingston,2
1800_1804,madras,2
1800_1804,maine,19
1800_1804,miami,1
1800_1804,mobile,1
1800_1804,montana,1
1800_1804,mysore,1
1800_1804,new york,4
1800_1804,newfoundland,1
1800_1804,niger,2
1800_1804,ontario,1
1800_1804,oregon,1
1800_1804,pequot,1
1800_1804,philadelphia,6
1800_1804,silk,20
1800_1804,surat,1
1800_1804,tanjore,1
1800_1804,texas,1
1800_1804,tobago,1
1800_1804,trinidad,1
1800_1804,vermont,7
1800_1804,virginia,5
