time_interval,location,co_occurrence_frequency
1780_1784,guiana,6
1780_1784,gwalior,1
1780_1784,halifax,60
1780_1784,hartford,15
1780_1784,honduras,5
1780_1784,houston,2
1780_1784,hubli,2
1780_1784,hurling,2
1780_1784,idaho,5
1780_1784,illinois,4
1780_1784,indiana,3
1780_1784,indore,2
1780_1784,jaipur,1
1780_1784,johore,1
1780_1784,kansas,2
1780_1784,kingston,12
1780_1784,labrador,1
1780_1784,long island,2
1780_1784,louisiana,2
1780_1784,mackenzie,6
1780_1784,madras,12
1780_1784,maine,119
1780_1784,manitoba,2
1780_1784,maryland,273
1780_1784,massachusetts,1
1780_1784,miami,12
1780_1784,mobile,15
1780_1784,montana,1
1780_1784,montreal,3
1780_1784,mysore,1
1780_1784,navajo,1
1780_1784,nevada,3
1780_1784,new england,32
1780_1784,new hampshire,1
1780_1784,new haven,5
1780_1784,new jersey,7
1780_1784,new mexico,1
1780_1784,new orleans,8
1780_1784,new york,387
1780_1784,newfoundland,91
1780_1784,niagara,1
1780_1784,niger,7
1780_1784,north carolina,64
1780_1784,nova scotia,9
1780_1784,ontario,4
1780_1784,oregon,4
1780_1784,ottawa,3
1780_1784,patna,1
1780_1784,pennsylvania,37
1780_1784,pensacola,12
1780_1784,philadelphia,231
1780_1784,pondicherry,2
1780_1784,poona,2
1780_1784,quebec,71
1780_1784,raleigh,11
1780_1784,regina,6
1780_1784,rhode island,31
1780_1784,roanoke,2
1780_1784,sacramento,1
1780_1784,san francisco,6
1780_1784,sarawak,1
1780_1784,seattle,2
1780_1784,silk,141
1780_1784,south carolina,59
1780_1784,st louis,1
1780_1784,st lucia,39
1780_1784,texas,6
1780_1784,tobago,21
1780_1784,toronto,3
1780_1784,trincomalee,1
1780_1784,trinidad,4
1780_1784,united states of america,69
1780_1784,vermont,6
1780_1784,virginia,835
1785_1789,acadia,1
1785_1789,accra,2
1785_1789,acton,2
1785_1789,ajmer,1
1785_1789,alabama,1
1785_1789,alaska,2
1785_1789,alexandria,18
1785_1789,ambala,4
1785_1789,arizona,2
1785_1789,atlanta,5
1785_1789,austin,4
1785_1789,bahamas,7
1785_1789,baltimore,8
1785_1789,barbados,6
1785_1789,belize,2
1785_1789,bengal,17
1785_1789,bihar,3
1785_1789,biloxi,2
1785_1789,boise,3
1785_1789,boston,11
1785_1789,calabar,1
1785_1789,calcutta,1
1785_1789,calgary,2
1785_1789,calicut,2
1785_1789,camden,7
1785_1789,carrier,11
1785_1789,cayes,8
1785_1789,ceylon,1
1785_1789,charlotte,23
1785_1789,chennai,1
1785_1789,cleveland,1
1785_1789,colombo,2
1785_1789,dallas,3
1785_1789,daman,1
1785_1789,delaware,2
1785_1789,delhi,18
1785_1789,denver,2
1785_1789,detroit,1
1785_1789,dominica,18
1785_1789,florida,2
1785_1789,fort william,1
1785_1789,frankfort,2
1785_1789,gambia,1
1785_1789,ganges,23
1785_1789,granada,1
1785_1789,grenada,17
1785_1789,guiana,7
1785_1789,gwalior,1
1785_1789,halifax,24
1785_1789,hartford,1
1785_1789,honduras,8
1785_1789,houston,1
1785_1789,hurling,4
1785_1789,idaho,5
1785_1789,illinois,2
1785_1789,indiana,3
1785_1789,kentucky,10
1785_1789,kingston,7
1785_1789,lansing,1
1785_1789,louisiana,3
1785_1789,mackenzie,2
1785_1789,madras,7
1785_1789,madurai,1
1785_1789,maine,102
1785_1789,manipur,2
1785_1789,manitoba,2
1785_1789,maryland,80
1785_1789,massachusetts,1
1785_1789,miami,13
1785_1789,michigan,1
1785_1789,mobile,7
1785_1789,montana,1
1785_1789,montreal,1
1785_1789,nevada,1
1785_1789,new brunswick,1
1785_1789,new calabar,1
1785_1789,new england,8
1785_1789,new hampshire,2
1785_1789,new haven,19
1785_1789,new jersey,2
1785_1789,new orleans,4
1785_1789,new york,40
1785_1789,newfoundland,21
1785_1789,niagara,3
1785_1789,niger,7
1785_1789,north carolina,4
1785_1789,nova scotia,5
1785_1789,ontario,3
1785_1789,oregon,3
1785_1789,ottawa,2
1785_1789,paiute,1
1785_1789,patna,1
1785_1789,pennsylvania,10
1785_1789,philadelphia,45
1785_1789,quebec,12
1785_1789,raleigh,2
1785_1789,regina,4
1785_1789,rhode island,1
1785_1789,seattle,3
1785_1789,silk,51
1785_1789,south carolina,11
1785_1789,st lucia,2
1785_1789,sudbury,3
1785_1789,surat,1
1785_1789,texas,7
1785_1789,tobago,11
1785_1789,trincomalee,2
1785_1789,trinidad,5
1785_1789,tripura,1
1785_1789,united states of america,37
1785_1789,vermont,2
1785_1789,virginia,199
1785_1789,wyoming,3
1790_1794,acadia,1
1790_1794,accra,1
1790_1794,alberta,1
1790_1794,alexandria,4
1790_1794,ambala,2
1790_1794,arizona,1
1790_1794,austin,5
1790_1794,bahamas,9
1790_1794,baltimore,33
1790_1794,barbados,13
1790_1794,benares,1
1790_1794,bengal,24
1790_1794,benue,1
1790_1794,bihar,3
1790_1794,boise,1
1790_1794,boston,33
1790_1794,calcutta,3
1790_1794,camden,11
1790_1794,carrier,4
1790_1794,cayes,8
1790_1794,ceylon,2
1790_1794,charlotte,27
1790_1794,connecticut,1
1790_1794,dallas,3
1790_1794,daman,2
1790_1794,delaware,13
1790_1794,delhi,5
1790_1794,detroit,4
1790_1794,dominica,6
1790_1794,florida,2
1790_1794,frankfort,1
1790_1794,ganges,13
1790_1794,granada,2
1790_1794,grenada,14
1790_1794,guiana,2
1790_1794,gujarat,1
1790_1794,halifax,21
1790_1794,hartford,3
1790_1794,honduras,10
1790_1794,houston,3
1790_1794,hubli,2
1790_1794,hurling,5
1790_1794,idaho,2
1790_1794,illinois,1
1790_1794,imphal,1
1790_1794,indore,1
1790_1794,jaipur,1
1790_1794,kansas,2
1790_1794,kentucky,7
1790_1794,kingston,7
1790_1794,krishna,1
1790_1794,labrador,3
1790_1794,lansing,1
1790_1794,louisiana,3
1790_1794,mackenzie,3
1790_1794,madras,6
1790_1794,madura,1
1790_1794,maine,85
1790_1794,manitoba,1
1790_1794,maryland,67
1790_1794,miami,14
1790_1794,mobile,4
1790_1794,montana,1
1790_1794,montreal,1
1790_1794,nagpur,1
1790_1794,nevada,1
1790_1794,new brunswick,4
1790_1794,new england,5
1790_1794,new haven,2
1790_1794,new jersey,1
1790_1794,new orleans,3
1790_1794,new york,31
1790_1794,newfoundland,18
1790_1794,niger,2
1790_1794,north carolina,2
1790_1794,nova scotia,3
1790_1794,ojibwa,1
1790_1794,oregon,2
1790_1794,ottawa,2
1790_1794,patna,1
1790_1794,pennsylvania,5
1790_1794,philadelphia,25
1790_1794,pondicherry,3
1790_1794,poona,16
1790_1794,quebec,7
1790_1794,raleigh,6
1790_1794,regina,2
1790_1794,sierra leone,9
1790_1794,silk,82
1790_1794,south carolina,17
1790_1794,st lucia,1
1790_1794,sudbury,1
1790_1794,texas,4
1790_1794,tobago,10
1790_1794,toronto,3
1790_1794,united states of america,16
1790_1794,vermont,4
1790_1794,virginia,131
1790_1794,wyoming,1
1795_1799,abuja,1
1795_1799,accra,3
1795_1799,acton,1
1795_1799,ajmer,1
1795_1799,alaska,2
1795_1799,alberta,2
1795_1799,alexandria,25
1795_1799,arizona,3
1795_1799,assam,1
1795_1799,atlanta,2
1795_1799,austin,5
1795_1799,bahamas,7
1795_1799,baltimore,79
1795_1799,barbados,19
1795_1799,bengal,18
1795_1799,bihar,1
1795_1799,biloxi,2
1795_1799,boise,2
1795_1799,boston,31
1795_1799,calcutta,7
1795_1799,calgary,2
1795_1799,camden,4
1795_1799,carrier,11
1795_1799,cayes,4
1795_1799,ceylon,6
1795_1799,charlotte,16
1795_1799,cleveland,1
1795_1799,coorg,1
1795_1799,dallas,2
1795_1799,delaware,9
1795_1799,delhi,9
1795_1799,denver,1
1795_1799,detroit,1
1795_1799,dominica,6
1795_1799,edmonton,1
1795_1799,florida,2
1795_1799,frankfort,2
1795_1799,gambia,10
1795_1799,ganges,18
1795_1799,grenada,11
1795_1799,guiana,3
1795_1799,halifax,37
1795_1799,hartford,6
1795_1799,honduras,3
1795_1799,houston,1
1795_1799,hurling,2
1795_1799,idaho,3
1795_1799,indiana,1
1795_1799,indore,3
1795_1799,jaipur,1
1795_1799,johore,1
1795_1799,kansas,1
1795_1799,kingston,5
1795_1799,labrador,1
1795_1799,lucknow,1
1795_1799,mackenzie,4
1795_1799,maine,70
1795_1799,maryland,78
1795_1799,miami,10
1795_1799,mississippi,1
1795_1799,mobile,5
1795_1799,nevada,3
1795_1799,new brunswick,2
1795_1799,new haven,1
1795_1799,new orleans,7
1795_1799,new york,101
1795_1799,newfoundland,27
1795_1799,niagara,2
1795_1799,niger,7
1795_1799,north carolina,6
1795_1799,nova scotia,2
1795_1799,ontario,1
1795_1799,oregon,1
1795_1799,paiute,2
1795_1799,pennsylvania,3
1795_1799,philadelphia,38
1795_1799,quebec,8
1795_1799,raleigh,5
1795_1799,regina,3
1795_1799,roanoke,1
1795_1799,san francisco,1
1795_1799,seattle,1
1795_1799,shillong,1
1795_1799,sierra leone,1
1795_1799,silk,126
1795_1799,sokoto,1
1795_1799,south carolina,9
1795_1799,st lucia,1
1795_1799,texas,6
1795_1799,tobago,17
1795_1799,trinidad,28
1795_1799,tucson,1
1795_1799,united states of america,10
1795_1799,vermont,1
1795_1799,virginia,241
1795_1799,yukon,1
1800_1804,acton,1
1800_1804,alaska,1
1800_1804,alberta,1
1800_1804,alexandria,5
1800_1804,arizona,1
1800_1804,atlanta,2
1800_1804,austin,1
1800_1804,baltimore,58
1800_1804,barbados,6
1800_1804,belize,1
1800_1804,benares,1
1800_1804,bengal,8
1800_1804,bihar,1
1800_1804,boston,12
1800_1804,calcutta,1
1800_1804,calgary,1
1800_1804,carrier,5
1800_1804,cayes,1
1800_1804,ceylon,2
1800_1804,charlotte,10
1800_1804,colorado,1
1800_1804,dallas,1
1800_1804,daman,1
1800_1804,delaware,1
1800_1804,delhi,4
1800_1804,dominica,1
1800_1804,edmonton,1
1800_1804,florida,3
1800_1804,ganges,2
1800_1804,grenada,1
1800_1804,halifax,19
1800_1804,hartford,1
1800_1804,houston,1
1800_1804,hubli,1
1800_1804,hurling,1
1800_1804,idaho,2
1800_1804,illinois,2
1800_1804,indiana,3
1800_1804,indore,1
1800_1804,jaipur,1
1800_1804,kansas,1
1800_1804,kingston,1
1800_1804,lucknow,1
1800_1804,madras,2
1800_1804,maine,24
1800_1804,maryland,7
1800_1804,miami,1
1800_1804,mississippi,2
1800_1804,mobile,3
1800_1804,new orleans,1
1800_1804,new york,48
1800_1804,newfoundland,12
1800_1804,niagara,1
1800_1804,niger,1
1800_1804,nova scotia,1
1800_1804,ontario,1
1800_1804,ottawa,1
1800_1804,philadelphia,18
1800_1804,quebec,8
1800_1804,regina,1
1800_1804,silk,51
1800_1804,texas,2
1800_1804,tobago,2
1800_1804,toronto,1
1800_1804,trinidad,1
1800_1804,tucson,1
1800_1804,vermont,7
1800_1804,virginia,93
1800_1804,whitehorse,1
